Car,Year,Price,Color,Fuel,Origin,License,Gear,Glass,Power,Meter,Passengers,Payment,Previous_owners,Condition,Central_locking,Alarm,Radio,Sunroof,Magnesium_wheels,Leather_seats,Airbag,For_sale,For_exchange
Volkswagen,2014,72000,رصاصي,1,خصوصي,1,0,1,1200,3,5,0,1,1,1,1,1,0,1,1,1,1,0
Hyundai,2009,38000,فضي,1,خصوصي,1,0,1,1400,3,5,0,6,1,1,0,1,0,0,0,1,1,0
Volkswagen,2011,90000,فيراني,1,خصوصي,1,0,1,2000,3,5,1,4,1,1,0,1,1,1,1,1,1,0
Hyundai,2015,129000,أبيض,0,خصوصي,1,2,1,2000,4,7,0,0,1,1,1,1,1,1,1,1,1,1
Opel,2011,50000,فيراني,0,خصوصي,1,0,1,1600,3,5,0,2,1,1,1,1,0,1,1,1,1,0
Volkswagen,2005,62000,خمري,1,خصوصي,1,2,1,1600,2,5,1,2,1,1,1,1,0,1,0,1,1,0
Mercedes,2008,125000,أبيض عاجي,0,تجاري,1,0,1,3000,1,7,1,1,1,1,1,1,0,1,1,1,1,1
Hyundai,2010,71000,رمادي,0,خصوصي,1,2,1,2000,3,5,0,1,1,1,1,1,0,1,1,1,1,0
Skoda,2014,120000,أبيض,0,خصوصي,1,1,1,2000,2,5,0,2,1,1,1,1,1,1,1,1,1,0
Hyundai,2007,40000,سكني,1,خصوصي,1,0,1,1400,3,5,1,0,1,1,1,0,0,0,0,0,1,1
Chevrolet,1995,20000,أزرق,1,خصوصي,1,2,1,2200,2,5,0,2,1,1,1,0,0,0,0,1,1,0
Skoda,2015,76000,فضي,0,خصوصي,1,0,1,1400,2,5,0,0,1,1,1,1,0,1,0,1,1,1
Audi,2015,105000,أسود ميتالك,1,خصوصي,1,2,1,1400,4,5,0,1,1,1,1,1,1,1,1,1,1,0
Kia,2007,55000,أسود ميتالك,0,خصوصي,1,2,1,2000,3,5,1,2,0,0,0,0,0,0,0,0,1,1
Hyundai,2007,72000,فضي,0,خصوصي,1,2,1,2200,3,7,1,3,1,1,1,1,1,1,1,1,1,1
Opel,1982,11000,أبيض,1,تأجير,1,0,0,1600,3,5,0,2,0,0,0,0,0,0,0,0,1,0
Peugeot,2007,46000,أحمر,1,خصوصي,1,1,1,1600,4,5,0,3,1,1,1,1,1,1,1,1,1,0
Skoda,2008,59238,سكني,1,خصوصي,1,2,1,1600,3,5,1,2,1,1,1,1,0,1,0,1,1,1
Volkswagen,1992,18000,رمادي,1,عمومي,1,0,0,1600,4,5,1,7,1,1,1,1,0,1,1,1,1,1
Audi,1996,35000,أبيض,1,خصوصي,1,0,1,1600,3,5,1,2,1,1,1,1,1,1,0,1,1,1
Opel,1983,15000,أزرق,1,خصوصي,1,0,0,1300,3,5,0,2,0,0,0,1,0,1,1,0,1,0
Opel,2016,109999,أبيض,1,خصوصي,1,2,1,1400,4,5,0,0,1,1,1,1,1,1,1,1,1,0
Mercedes,2001,41000,فضي,0,عمومي,1,2,1,2200,3,5,1,9,1,1,1,1,1,1,1,1,1,0
Citroen,2014,85000,رصاصي,0,خصوصي,1,0,1,1600,3,7,0,1,1,1,0,1,0,1,0,1,1,1
BMW,1988,24000,أسود,1,خصوصي,1,0,1,1600,3,5,1,2,0,1,1,1,0,1,0,0,1,0
Chevrolet,1998,25000,أبيض عاجي,1,خصوصي,1,2,1,2200,4,5,0,2,1,1,1,1,0,0,1,1,1,0
Opel,2011,53000,سكني,1,تأجير,1,2,1,1600,3,5,1,2,1,1,0,1,0,0,0,1,1,0
BMW,2005,100000,فيراني,1,خصوصي,1,0,1,2500,3,5,0,2,1,1,1,1,1,1,1,1,1,0
Hyundai,2011,54500,سكني,1,خصوصي,1,2,1,1600,4,5,0,0,1,1,1,1,1,1,0,1,1,1
Mitsubishi,2017,85000,عدة الوان,1,خصوصي,1,2,1,1200,4,5,1,0,1,1,1,1,1,1,0,1,1,1
Volkswagen,2007,40000,أزرق,1,خصوصي,1,0,1,1400,3,5,0,2,1,1,0,1,0,0,0,1,1,0
Hyundai,2013,60000,أبيض,1,خصوصي,1,0,1,1400,3,5,0,3,1,1,1,1,0,0,0,1,0,1
Kia,2012,130000,فيراني,0,خصوصي,1,2,1,2200,3,7,1,1,1,1,1,1,0,1,1,1,1,0
Ford,2014,45000,أزرق,1,خصوصي,1,0,1,1250,3,5,1,1,1,0,0,1,0,0,0,1,1,0
Hyundai,2015,117000,كحلي,0,خصوصي,1,2,1,2000,3,5,0,1,1,1,1,1,1,1,1,1,1,0
Ford,2012,45000,سكني,0,خصوصي,1,0,1,1250,3,5,0,1,1,1,0,1,0,0,0,1,1,1
Ford,2016,75000,عدة الوان,1,خصوصي,1,2,1,1500,4,5,0,0,1,1,0,1,0,0,0,1,1,0
Hyundai,2007,65000,أبيض,0,خصوصي,1,2,1,2200,3,7,0,2,1,1,0,1,1,1,0,1,1,0
Skoda,2013,70000,فضي,0,خصوصي,1,0,1,1600,2,5,1,1,1,1,0,1,0,1,0,1,1,0
Volkswagen,2008,68000,فضي,1,خصوصي,1,2,1,1800,3,5,0,1,1,1,1,1,0,1,0,1,1,1
Volkswagen,2008,68000,سكني,0,خصوصي,1,2,1,1900,3,7,0,8,1,1,1,1,0,1,0,1,1,0
Hyundai,2014,56000,كحلي,1,خصوصي,1,0,1,1400,4,5,0,1,1,1,0,1,0,1,0,1,1,1
Hyundai,2008,75000,فضي,0,خصوصي,1,2,1,2000,2,5,0,1,1,1,0,1,1,1,1,1,1,0
Skoda,2015,90000,بني,1,خصوصي,1,2,1,1400,4,5,0,1,1,1,1,1,0,1,0,1,1,1
Volkswagen,2007,43000,رمادي,1,خصوصي,1,0,1,1400,3,5,0,2,1,1,1,1,0,0,0,1,1,0
Hyundai,2015,95000,فيراني,0,خصوصي,1,2,1,2000,4,5,0,0,1,1,1,1,0,1,1,1,1,0
Hyundai,2016,130000,سكني,0,خصوصي,1,2,1,2000,4,7,1,2,1,1,1,1,0,1,1,1,1,1
Volkswagen,2013,95000,فيراني,1,خصوصي,1,1,1,1400,0,5,0,4,1,1,1,1,1,1,0,1,1,0
Fiat,1987,11500,أسود,1,خصوصي,1,0,0,1200,3,5,0,3,0,0,1,0,0,0,0,0,1,0
Skoda,2012,80000,أسود ميتالك,0,خصوصي,1,0,1,1600,2,5,1,0,1,1,0,1,0,1,0,1,1,0
Opel,1986,16000,أبيض,1,خصوصي,1,0,0,1600,3,5,0,2,0,0,0,1,1,1,0,0,1,0
Honda,2000,39000,ذهبي,1,خصوصي,1,2,1,2000,1,5,0,2,1,1,1,1,1,1,1,1,1,0
Skoda,2008,60000,بني,0,عمومي,1,2,1,1900,3,5,1,2,1,1,1,1,0,1,1,1,1,0
Fiat,2009,43000,فضي,0,خصوصي,1,0,1,1900,2,5,0,1,1,1,1,1,0,0,0,1,1,1
Fiat,1973,27000,أحمر,1,خصوصي,1,0,0,1800,3,5,0,2,0,0,0,1,0,0,1,0,1,0
Audi,2003,40000,أسود,1,خصوصي,1,0,1,2400,4,5,1,2,1,1,1,1,0,1,0,1,1,1
Kia,2011,40000,أبيض عاجي,0,عمومي,1,0,1,1600,3,5,0,2,1,1,1,1,0,0,0,0,1,0
Skoda,2011,72000,أسود ميتالك,0,خصوصي,1,2,1,1600,4,5,1,2,1,1,1,1,0,1,0,1,1,1
Peugeot,2010,57000,أبيض,0,خصوصي,1,0,1,1600,4,5,0,3,1,1,0,1,0,0,0,1,1,0
Volkswagen,2014,55000,سكني,1,خصوصي,1,0,1,1200,4,5,0,1,1,1,0,0,0,0,0,1,1,0
Citroen,2004,35000,أبيض,1,خصوصي,1,0,1,1400,3,5,1,2,1,1,0,1,0,1,0,1,1,0
BMW,2006,127000,فضي,1,خصوصي,1,2,1,3000,3,5,0,5,1,1,1,1,1,1,1,1,1,0
Hyundai,2007,50000,أسود,0,خصوصي,1,2,1,2000,2,5,0,0,1,1,1,1,1,1,0,1,1,0
Volkswagen,2008,80000,رصاصي,0,خصوصي,1,0,1,1900,3,5,0,2,1,1,1,1,0,1,1,1,1,0
Skoda,2008,48000,أبيض عاجي,0,عمومي,1,0,1,1900,0,5,1,4,1,1,1,1,0,1,1,0,1,1
BMW,2002,58000,أسود ميتالك,1,خصوصي,1,2,1,2200,2,5,0,4,1,1,1,1,1,1,1,1,1,0
Nissan,2015,50000,أبيض عاجي,1,خصوصي,1,0,1,1200,3,5,1,2,1,1,1,1,0,0,0,1,1,1
Kia,2010,36000,ذهبي,1,تأجير,1,2,1,1400,2,5,1,3,1,1,1,1,0,1,0,1,1,1
Volkswagen,1998,4000,أحمر,0,خصوصي,1,0,1,1900,4,5,1,8,1,1,1,1,0,0,0,1,1,1
Kia,2013,90000,فيراني,0,خصوصي,1,2,1,2000,3,5,1,1,1,1,1,1,0,1,1,1,1,1
Mitsubishi,1999,70000,أخضر,0,خصوصي,1,0,1,2200,3,5,0,2,1,1,1,1,0,1,1,1,1,0
Peugeot,2008,48000,سكني,0,خصوصي,1,0,0,1600,3,5,1,2,1,0,0,0,0,0,0,0,1,0
Fiat,1979,3000,أبيض,1,خصوصي,1,0,0,900,4,5,0,5,0,0,0,0,0,0,0,0,1,0
Peugeot,2014,65000,سكني,0,خصوصي,1,0,1,1600,2,5,1,0,1,1,1,1,0,1,0,1,1,1
Peugeot,2016,77000,أبيض,0,خصوصي,1,0,1,1600,3,5,0,1,0,0,0,0,0,0,0,0,1,0
Peugeot,2010,50000,أحمر,1,خصوصي,1,2,1,1600,3,7,0,2,1,0,0,1,0,1,0,1,1,1
Volkswagen,2006,63000,فيراني,0,خصوصي,1,2,1,1900,1,5,1,3,1,1,1,1,1,1,1,1,1,1
Hyundai,2016,74000,فيراني,1,خصوصي,1,2,1,1400,4,5,0,0,1,1,1,1,1,1,1,1,1,0
Seat,2015,68000,أسود ميتالك,1,خصوصي,1,0,1,1200,3,5,0,1,1,1,1,1,0,1,1,1,1,0
Kia,2007,29500,أسود ميتالك,1,خصوصي,1,2,1,1600,2,5,0,4,1,1,1,1,0,1,0,1,1,0
Volkswagen,2003,58000,فضي,1,خصوصي,1,0,1,2400,3,5,1,0,1,1,1,1,1,1,1,1,1,0
Skoda,2009,57000,أبيض عاجي,0,عمومي,1,0,1,1900,3,5,1,4,1,1,1,1,0,0,1,1,1,0
Volkswagen,2014,58000,أبيض عاجي,1,خصوصي,1,0,1,1200,3,5,0,2,1,1,1,1,0,1,1,1,1,0
Mitsubishi,1990,25000,رصاصي,1,خصوصي,1,0,1,1600,4,5,0,2,1,1,1,1,0,1,0,0,1,0
Opel,2005,34000,رصاصي,1,خصوصي,1,2,1,1800,2,5,0,4,0,0,0,0,0,0,0,0,1,1
Mercedes,2003,65000,أبيض,0,تجاري,1,0,1,2000,3,3,1,2,0,0,0,0,0,0,0,0,1,1
Volkswagen,2016,120000,بترولي,0,خصوصي,1,2,1,2000,3,5,0,1,1,1,1,1,0,1,1,1,0,1
Subaru,1981,7000,ذهبي,1,خصوصي,1,0,0,1600,3,5,0,4,0,0,0,1,0,0,0,0,1,0
Peugeot,1998,25000,أبيض,1,خصوصي,1,0,0,1400,4,5,0,1,0,0,0,1,0,0,0,1,1,1
Peugeot,1999,20000,رصاصي,1,خصوصي,1,0,1,1400,4,5,0,4,1,1,1,1,0,1,0,1,1,0
Opel,2000,22000,أبيض عاجي,1,خصوصي,1,0,0,1200,2,5,0,2,1,1,1,1,0,0,1,1,1,0
Honda,2017,85000,فضي,1,خصوصي,1,2,1,1400,3,5,1,0,1,1,1,1,1,1,0,0,1,0
Hyundai,2007,33000,سكني,1,خصوصي,1,2,1,1400,3,5,0,2,1,1,0,1,0,1,1,1,1,0
Hyundai,2006,35000,أزرق سماوي,1,خصوصي,1,0,1,1400,2,5,0,3,1,1,1,1,0,1,0,1,1,0
Kia,2015,115000,أسود,0,خصوصي,1,2,1,1700,4,5,0,0,1,1,1,1,0,1,1,1,1,1
Volkswagen,1997,27000,أبيض,1,خصوصي,1,0,1,1800,2,5,1,3,1,1,1,1,0,1,0,0,1,1
Citroen,2015,95000,أسود,0,خصوصي,1,0,1,1600,4,5,1,1,1,1,0,1,1,0,1,1,1,1
Seat,2017,73000,أبيض,1,خصوصي,1,0,1,1200,3,5,0,2,1,1,0,0,0,1,0,0,1,0
Kia,2009,39000,فضي,1,تأجير,1,2,1,1600,3,5,1,2,1,1,1,1,0,0,0,1,1,0
Skoda,2009,70000,سكني,0,خصوصي,1,2,1,1900,4,5,0,3,1,1,1,1,0,1,0,1,1,1
Skoda,2016,137000,رمادي,1,خصوصي,1,2,1,2000,4,5,1,2,1,1,1,1,1,1,1,1,1,0
Mercedes,2000,55000,أبيض عاجي,0,عمومي,1,2,1,2700,4,5,1,8,1,1,1,1,0,1,1,1,1,1
Volkswagen,2007,57000,سكني,1,خصوصي,1,2,1,2000,2,5,1,2,1,1,1,1,1,1,0,1,1,1
Opel,1999,15000,أحمر,1,تأجير,1,2,0,1400,3,5,0,2,0,0,0,0,0,0,0,0,1,0
Opel,2013,50000,بني,1,خصوصي,1,0,1,1600,3,5,0,2,1,1,1,1,0,1,1,1,1,0
Kia,2011,38000,فضي,1,خصوصي,1,2,1,1250,2,5,0,2,1,1,1,1,0,1,0,0,1,0
Opel,1983,13500,ذهبي,1,خصوصي,1,0,0,1600,3,5,1,10,0,0,0,0,1,1,1,0,1,1
Hyundai,2016,135000,رمادي,0,خصوصي,1,2,1,2000,4,5,0,0,1,1,1,1,1,1,1,1,1,0
Chevrolet,2010,34000,أسود,1,تأجير,1,2,1,1600,3,5,1,2,1,1,1,1,0,0,0,1,1,1
Skoda,2014,95000,أبيض,0,خصوصي,1,0,1,1600,3,5,0,1,1,1,1,1,0,0,0,1,1,0
Hyundai,2015,65000,سكني,1,خصوصي,1,2,1,1400,3,5,1,2,1,1,0,1,0,1,1,1,1,1
Volkswagen,2009,75000,أبيض عاجي,0,عمومي,1,0,1,2500,0,8,1,2,1,1,1,1,1,1,1,1,1,1
BMW,1989,27000,خمري,1,خصوصي,1,0,1,2800,3,5,0,2,0,0,0,0,1,1,0,0,1,0
Peugeot,2008,30000,أزرق,1,خصوصي,1,1,1,1400,2,5,0,4,1,1,1,1,0,1,0,1,1,0
Volkswagen,1979,18000,أبيض عاجي,1,خصوصي,1,2,0,1600,2,5,0,2,0,0,0,1,0,1,1,0,1,0
BMW,1986,42000,أزرق,1,خصوصي,1,0,1,2000,3,5,1,2,0,1,1,1,1,1,1,0,1,1
Skoda,2009,62000,كحلي,1,خصوصي,1,0,1,1600,3,5,0,1,1,1,1,1,0,1,0,1,1,0
Hyundai,2015,71000,أبيض عاجي,1,خصوصي,1,2,1,1400,4,5,1,0,1,1,1,1,0,0,0,1,1,1
Volkswagen,2003,38000,أزرق سماوي,0,خصوصي,1,0,1,1900,3,5,0,6,0,1,0,1,1,1,1,0,1,0
Daewoo,1997,23000,أخضر,1,خصوصي,1,0,1,1600,4,6,1,3,1,0,1,1,0,1,0,1,1,1
Skoda,2015,74000,أسود,0,خصوصي,1,0,1,1600,3,5,0,2,1,1,1,1,0,1,0,1,1,0
Hyundai,2015,103000,سكني,2,خصوصي,1,2,1,2400,4,5,1,1,1,1,1,1,1,1,1,1,1,1
Skoda,2010,47000,أحمر,1,خصوصي,1,0,1,1400,3,5,0,2,1,1,1,1,0,1,0,1,1,0
Hyundai,2017,65000,فضي,1,خصوصي,1,2,1,1400,4,5,1,2,1,1,1,1,0,1,1,1,1,1
Kia,2016,44000,أسود,1,خصوصي,1,2,1,1000,4,5,1,0,1,1,0,0,0,0,0,1,1,0
Audi,2011,130000,أسود,0,خصوصي,1,2,1,2200,4,5,0,4,1,1,1,1,0,1,1,1,1,0
Hyundai,2012,41000,فضي,1,تأجير,1,2,1,1600,3,5,0,1,1,1,1,1,0,1,1,1,1,0
Seat,1999,39000,أحمر,1,خصوصي,1,0,1,1400,3,5,1,7,1,1,1,1,1,1,1,0,1,1
Skoda,2014,72000,أبيض,0,عمومي,1,0,1,1600,4,5,0,1,1,1,1,1,0,1,1,1,1,0
Volkswagen,2017,120000,أبيض,0,خصوصي,1,0,1,2000,3,5,0,2,1,1,1,1,0,1,1,1,1,0
Hyundai,2017,103000,سكني,0,خصوصي,1,2,1,2000,3,5,0,0,1,1,1,1,0,1,1,1,1,0
BMW,2004,62500,رصاصي,1,خصوصي,1,2,1,2000,3,5,1,2,1,1,1,1,1,1,1,1,1,1
Chevrolet,1995,25000,كحلي,1,خصوصي,1,2,1,3100,3,5,1,2,1,1,1,0,0,1,0,1,1,1
Opel,1982,11000,أزرق,1,خصوصي,1,0,0,1600,3,5,0,2,0,0,0,1,0,0,0,0,1,0
Skoda,2006,4700,أبيض,0,عمومي,1,0,1,1900,2,5,1,4,1,0,1,1,0,1,1,1,0,1
Kia,2012,61500,بيج,1,خصوصي,1,2,1,1600,3,5,1,4,1,1,0,1,0,1,1,1,1,1
Kia,2005,30000,سكني,1,خصوصي,1,0,1,1400,3,5,1,2,1,1,1,0,0,1,0,0,1,1
Hyundai,2014,90000,أبيض,0,خصوصي,1,2,1,2000,3,5,1,3,1,1,1,1,0,1,1,1,1,0
Kia,2007,40000,سكني,1,خصوصي,1,2,1,1600,3,5,0,1,1,1,1,1,0,1,1,1,1,0
Kia,2007,37000,أحمر,1,خصوصي,1,2,1,1600,3,5,0,1,1,1,1,1,0,1,1,1,1,0
Opel,2004,40000,فضي,1,خصوصي,1,2,1,1600,2,5,0,0,1,1,1,0,0,1,0,1,1,0
Volkswagen,2008,32000,أبيض عاجي,0,عمومي,1,0,1,1900,4,5,0,3,1,0,1,1,0,0,0,1,1,0
Volkswagen,1985,25000,أبيض عاجي,1,خصوصي,1,0,0,1600,4,5,1,0,0,0,0,1,1,1,0,0,1,1
Fiat,1992,15000,أبيض,1,تأجير,1,0,1,1000,1,5,1,4,1,1,1,1,0,1,0,0,1,1
Kia,2011,62000,أبيض,1,خصوصي,1,2,1,1600,3,5,0,2,1,1,1,1,1,1,1,1,1,0
Mitsubishi,2016,7300,فضي,1,خصوصي,0,2,1,1400,3,5,0,2,0,0,0,0,0,0,0,0,1,1
Volkswagen,2013,130000,سكني,1,خصوصي,1,2,1,1800,3,5,1,2,1,1,1,1,0,1,1,1,1,0
Opel,2015,115000,بترولي,1,خصوصي,1,0,1,1400,3,7,1,2,1,1,0,1,0,1,0,1,1,1
Volkswagen,2014,110000,أسود,0,خصوصي,1,2,1,2000,3,5,0,2,1,0,1,1,0,1,0,0,1,1
BMW,2003,92000,زيتي,1,خصوصي,1,0,1,2500,2,5,0,4,1,1,1,1,1,1,1,1,1,1
Volkswagen,2004,38000,أبيض عاجي,1,خصوصي,1,2,1,1400,3,5,1,2,1,1,1,1,1,1,0,1,1,1
Hyundai,2013,67000,كحلي,1,خصوصي,1,2,1,1600,3,5,1,0,1,1,1,1,1,1,1,1,1,0
Mercedes,1998,48000,أبيض,0,خصوصي,1,0,1,3000,4,3,1,2,1,1,0,0,1,0,0,0,1,1
Kia,2007,45000,أحمر,1,خصوصي,1,2,1,1600,3,5,0,2,1,0,0,0,0,1,1,1,1,0
Kia,2015,144000,أبيض,0,خصوصي,1,2,1,2000,3,5,0,0,1,1,1,1,1,1,1,1,1,0
Volkswagen,2002,40000,سكني,1,خصوصي,1,2,1,2000,2,5,1,2,1,1,1,1,1,1,1,1,1,1
Seat,2016,76000,فضي,1,خصوصي,1,0,1,1200,4,5,1,1,1,1,1,1,0,1,0,1,1,1
Honda,2008,41000,سكني,1,خصوصي,1,2,1,1800,2,5,0,3,1,1,1,1,0,1,0,1,1,0
Peugeot,2014,80000,أسود,0,خصوصي,1,0,1,1600,2,7,1,1,1,1,1,1,0,1,1,1,1,1
Volkswagen,2009,135000,سكني,0,خصوصي,1,1,1,3000,3,5,1,1,1,1,1,1,1,1,1,1,1,1
Hyundai,2016,65999,فضي,1,خصوصي,1,2,1,1400,3,5,0,0,1,1,1,1,0,1,1,1,1,0
Opel,2002,30000,أزرق,1,خصوصي,1,2,1,1400,3,5,0,2,0,0,0,1,0,1,0,1,1,0
Volkswagen,2007,57000,سكني,1,خصوصي,1,2,1,2000,3,5,0,2,1,1,1,1,1,1,0,1,1,0
Peugeot,2007,29000,أسود,1,خصوصي,1,0,1,1400,3,5,1,2,1,1,1,1,1,0,1,1,1,1
Hyundai,1997,35000,أحمر,1,خصوصي,1,0,1,2000,2,5,1,2,1,0,0,1,1,1,0,0,1,1
Hyundai,2013,125000,أبيض,0,خصوصي,1,2,1,2200,3,7,1,3,1,1,1,1,0,1,1,1,1,1
BMW,2014,143000,فضي,1,خصوصي,1,2,1,2000,4,5,0,2,1,1,1,1,1,1,1,1,1,0
Peugeot,2008,30000,أزرق سماوي,1,خصوصي,1,2,1,1600,3,5,1,2,0,1,1,1,0,1,0,1,1,0
Volkswagen,1992,16000,أبيض,1,عمومي,1,0,1,1600,3,5,0,8,0,0,0,1,0,0,1,1,1,0
Volkswagen,2014,83500,فضي,0,خصوصي,1,0,1,1600,3,7,0,1,1,1,1,1,0,0,0,1,1,0
Audi,1987,13500,أزرق,1,تدريب سياقة,1,0,0,1600,3,5,0,2,0,0,0,1,0,0,0,0,1,0
Hyundai,2010,50000,فضي,1,خصوصي,1,2,1,1600,2,5,1,2,1,1,1,1,0,1,1,1,1,0
Honda,2007,45000,أبيض,1,خصوصي,1,2,1,1800,3,5,0,3,1,1,1,1,0,1,1,1,1,0
Volkswagen,2014,54000,فضي,1,خصوصي,1,0,1,1200,3,5,0,2,1,1,1,1,0,1,0,1,1,0
Seat,2012,46000,فيراني,1,خصوصي,1,0,1,1400,3,5,0,1,1,1,1,1,0,1,0,1,1,1
Subaru,1992,24999,رمادي,1,خصوصي,1,0,1,1600,1,5,0,10,1,1,1,1,0,0,0,0,1,0
Opel,1984,12000,أبيض عاجي,1,خصوصي,1,0,0,1300,3,5,1,2,0,0,0,1,0,0,0,0,1,1
Mercedes,2002,79000,أبيض,0,تجاري,1,0,1,2200,4,6,0,4,1,1,1,1,0,0,1,0,1,0
Kia,2016,64000,سكني,1,خصوصي,1,2,1,1400,4,5,0,0,1,1,1,1,0,1,1,1,1,0
Volkswagen,2010,125000,أبيض,1,خصوصي,1,2,1,2000,2,5,1,2,1,1,1,1,1,1,1,1,1,1
Ford,2014,65000,أسود ميتالك,1,خصوصي,1,2,1,1600,3,5,1,1,1,1,1,1,0,1,0,1,1,1
Opel,2014,53000,أبيض عاجي,1,خصوصي,1,0,1,1400,3,5,0,2,1,1,1,1,0,1,0,1,1,0
Hyundai,2006,55000,رصاصي,0,خصوصي,1,2,1,2000,4,5,1,3,1,1,1,1,1,1,1,1,1,1
Peugeot,2010,45000,بترولي,1,خصوصي,1,2,1,2000,3,5,1,1,1,1,1,1,1,1,0,1,1,0
Renault,1983,9000,أبيض,1,خصوصي,1,0,0,1100,4,5,0,9,0,0,0,1,0,0,0,0,1,0
Ford,1999,26000,أبيض,0,خصوصي,0,0,1,2500,3,11,0,3,0,1,0,1,0,0,1,0,1,1
Opel,1984,14000,فيراني,1,خصوصي,1,0,0,1300,3,5,0,2,0,0,0,1,0,1,0,0,1,1
Kia,2015,130000,أسود,0,خصوصي,1,2,1,2000,3,5,1,1,1,1,1,1,1,1,1,1,1,0
Volkswagen,2014,150000,أسود,0,خصوصي,1,0,1,2000,0,8,0,1,1,1,1,1,0,1,1,1,1,0
Fiat,2009,38000,رصاصي,1,خصوصي,1,0,1,1250,3,5,1,9,1,1,0,1,0,1,0,1,1,1
Opel,1982,13000,ذهبي,1,خصوصي,1,0,0,1300,3,5,0,2,0,0,0,0,0,0,0,0,1,0
Volkswagen,2015,100000,أسود,0,خصوصي,1,0,1,1600,3,7,0,0,1,0,0,1,0,0,0,0,1,0
Volkswagen,2016,115000,فضي,0,خصوصي,1,0,1,2000,4,7,1,0,1,1,1,1,0,0,0,1,1,1
Volkswagen,2001,3200,أبيض,1,خصوصي,0,0,1,1400,3,5,0,2,1,1,1,1,0,0,0,1,1,0
Fiat,2013,45000,فيراني,1,خصوصي,1,2,1,1100,3,5,1,2,1,1,0,1,0,1,0,1,1,0
Hyundai,2011,68000,فضي,0,خصوصي,1,2,1,2000,2,5,0,2,1,1,1,1,0,1,1,1,1,0
Hyundai,2014,62000,فضي,1,خصوصي,1,2,1,1400,3,5,1,1,0,1,1,1,0,1,0,1,1,0
Hyundai,2007,65000,سكني,0,خصوصي,1,2,1,2200,2,7,1,1,1,1,1,1,1,1,1,1,1,0
Volkswagen,2011,78000,خمري,1,خصوصي,1,2,1,1200,3,5,0,2,1,1,1,1,1,1,0,1,1,1
Volkswagen,1986,30000,سكني,0,تجاري,1,0,0,1900,3,5,0,2,0,0,0,0,0,0,0,0,1,0
Citroen,2007,50000,أبيض,0,خصوصي,1,0,1,1600,0,5,0,3,1,1,1,1,0,0,1,0,1,0
Kia,2014,47000,أبيض,1,تأجير,1,1,1,1400,3,5,0,2,1,1,1,1,0,0,1,1,1,0
Skoda,2009,63000,بترولي,0,خصوصي,1,0,1,1900,1,5,0,2,1,1,0,1,0,1,1,1,1,0
Skoda,2008,67000,فضي,0,خصوصي,1,0,1,1900,3,5,1,2,1,1,1,1,0,1,1,1,1,0
Hyundai,2014,56000,فيراني,1,خصوصي,1,2,1,1400,3,5,0,2,1,1,1,1,0,1,1,1,1,0
Opel,1984,10000,فيراني,1,خصوصي,1,0,0,1300,3,5,0,5,0,0,0,0,0,1,0,0,1,0
Kia,2016,160000,أبيض,0,خصوصي,1,2,1,2200,3,7,0,1,1,1,0,0,0,1,1,0,1,0
Hyundai,2008,50000,فضي,1,خصوصي,1,2,1,1600,3,6,1,2,1,1,1,1,1,1,1,1,1,0
Kia,2008,44000,أسود,1,خصوصي,1,2,1,1600,2,5,1,1,1,1,1,1,0,0,1,1,1,0
Skoda,2001,37000,أبيض,0,عمومي,1,0,1,1900,3,5,0,2,1,1,1,1,0,1,0,1,1,1
Skoda,2016,86000,ذهبي,1,خصوصي,1,0,1,1400,3,5,0,0,1,1,1,1,1,1,0,1,1,0
Skoda,2012,72000,كحلي,0,خصوصي,1,0,1,1600,2,5,0,2,1,1,0,1,0,1,0,1,1,0
Skoda,2009,60000,سكني,0,خصوصي,1,1,1,1900,3,5,0,3,1,1,1,1,0,1,1,1,1,1
Hyundai,2016,139000,أسود ميتالك,0,خصوصي,1,2,1,2000,3,7,0,0,1,1,1,1,1,1,1,1,0,1
Ford,2012,43500,فضي,1,خصوصي,1,0,1,1250,3,5,0,2,1,1,0,1,0,0,0,1,1,0
Hyundai,2015,142000,أبيض عاجي,0,خصوصي,1,2,1,2000,4,7,1,0,1,1,1,1,1,1,1,1,1,1
Hyundai,2016,130000,أبيض,0,خصوصي,1,2,1,2000,3,5,0,1,1,1,0,1,1,1,1,1,1,0
Hyundai,2014,97000,أسود,0,خصوصي,1,2,1,2000,3,5,0,1,1,1,1,1,1,1,1,1,1,0
Volkswagen,1987,13500,أزرق,0,خصوصي,1,0,0,1600,3,8,1,3,0,0,0,0,0,0,0,0,1,1
Kia,2008,33000,أبيض,0,عمومي,1,0,1,1500,3,5,0,2,1,1,1,1,0,1,1,1,1,0
Skoda,2007,50000,فضي,0,عمومي,1,0,1,1900,4,5,1,3,1,1,1,1,0,1,1,1,1,1
Subaru,1986,17000,أبيض,1,خصوصي,1,0,0,1600,3,5,0,2,0,1,0,1,0,1,0,0,1,0
Volkswagen,1996,35000,أحمر,1,خصوصي,1,0,1,1800,3,5,0,2,0,1,0,1,0,1,0,0,0,1
Volkswagen,2008,33000,أبيض,0,عمومي,1,0,1,1900,3,5,0,4,1,1,0,1,0,0,0,1,1,0
Skoda,2014,77000,سكني,0,خصوصي,1,0,1,1600,3,5,0,2,1,1,0,1,0,0,0,1,1,0
