Car,Year,Price,Color,Fuel,Origin,License,Gear,Glass,Power,Meter,Passengers,Payment,Previous_owners,Condition,Central_locking,Alarm,Radio,Sunroof,Magnesium_wheels,Leather_seats,Airbag,For_sale,For_exchange
Mercedes,1999,45000,أبيض,0,تجاري,1,0,1,2300,4,3,0,6,1,1,1,0,0,0,0,0,1,0
Seat,2017,56000,أبيض,1,خصوصي,1,0,1,1600,3,5,1,1,1,1,1,1,0,1,0,0,1,0
Kia,2019,48500,أبيض,1,خصوصي,1,2,1,1000,4,5,0,1,1,1,1,1,0,1,1,1,1,0
Seat,2019,118000,أسود,1,خصوصي,1,2,1,1400,3,5,0,2,1,1,1,1,0,1,1,1,1,0
Opel,2007,36000,أزرق,1,خصوصي,1,2,1,1800,3,5,0,4,1,1,1,1,0,1,0,1,1,1
Volkswagen,2012,62000,فضي,0,خصوصي,1,0,1,1600,2,7,0,3,1,1,0,1,0,0,1,1,1,0
Seat,2017,65000,أبيض عاجي,1,خصوصي,1,2,1,1000,3,5,1,0,1,1,0,0,0,1,0,1,1,0
Kia,2009,40000,أبيض عاجي,1,خصوصي,1,2,1,1600,4,5,0,2,1,1,1,1,0,1,1,1,1,0
Subaru,1985,16000,بني,1,خصوصي,1,0,0,1600,0,5,1,4,1,1,1,1,0,0,1,1,1,1
Skoda,2015,70000,أبيض,0,خصوصي,1,0,1,1600,3,5,0,1,1,1,1,1,1,1,0,1,1,0
Skoda,2014,78000,أبيض,0,خصوصي,1,0,1,1600,3,5,1,2,1,1,0,1,0,1,0,1,1,0
Hyundai,2014,56000,أسود,0,خصوصي,1,2,1,1600,2,5,1,3,1,1,1,1,0,1,1,1,1,0
Kia,2018,110000,أبيض,0,خصوصي,1,2,1,1700,3,5,1,1,1,1,1,1,0,1,1,1,1,0
Opel,2006,29000,كحلي,1,خصوصي,1,0,1,1600,3,5,1,2,1,1,1,1,0,0,0,1,1,0
Audi,2006,45000,سكني,1,خصوصي,1,2,1,2400,2,5,1,2,1,1,1,1,1,1,1,1,1,1
Kia,2014,99000,بني,0,خصوصي,1,2,1,2200,2,7,0,1,1,1,1,1,1,1,1,1,1,1
Peugeot,2013,37000,أسود,0,عمومي,1,0,1,1600,2,5,1,3,1,1,0,1,0,1,0,1,1,1
Ford,2016,50000,أسود ميتالك,1,تأجير,1,2,1,1500,3,5,0,2,1,1,1,1,1,0,1,1,1,1
Kia,2018,88000,بترولي,1,خصوصي,1,2,1,1000,4,5,1,0,1,1,1,1,0,1,1,1,1,1
Ford,2014,33000,فيراني,1,خصوصي,1,0,1,1400,3,5,0,2,1,1,1,1,0,1,1,1,1,0
Ford,2014,45000,أبيض,1,خصوصي,1,2,1,1600,3,5,0,2,1,1,0,1,0,1,1,1,1,0
Skoda,2018,140000,أسود ميتالك,0,خصوصي,1,2,1,2000,2,5,0,1,1,1,1,1,0,1,0,1,1,0
Volkswagen,2012,62500,فضي,0,خصوصي,1,0,1,1600,3,7,0,2,1,1,1,1,0,0,0,1,1,0
Volkswagen,2006,31000,أحمر,1,خصوصي,1,2,1,1400,2,5,1,4,1,1,1,0,0,0,0,0,1,1
Skoda,2008,37000,أبيض عاجي,0,عمومي,1,0,1,1900,3,5,1,2,1,1,1,1,0,0,1,1,1,1
Hyundai,2016,94000,فيراني,0,خصوصي,1,2,1,2000,3,5,0,1,1,1,1,1,0,1,1,1,1,0
Kia,2015,87000,سكني,0,خصوصي,1,2,1,2000,2,5,0,2,1,1,1,1,0,1,1,1,1,0
Fiat,1992,5000,رمادي,1,خصوصي,1,0,1,1600,4,5,0,2,0,0,0,1,0,0,0,0,1,0
Kia,2008,28000,رمادي,1,خصوصي,1,2,1,1600,2,5,0,6,1,1,1,1,1,1,1,1,1,1
Skoda,2018,123000,ذهبي,1,عمومي,1,2,1,1400,3,5,0,3,1,1,1,1,1,1,0,1,1,0
Seat,2016,55000,أبيض,1,خصوصي,1,0,1,1200,3,5,0,2,0,0,0,0,0,0,0,0,1,0
Mercedes,1992,30000,أسود ميتالك,1,خصوصي,1,0,1,2000,3,5,1,3,1,1,0,1,1,1,1,0,1,1
Fiat,2015,35000,كحلي,1,خصوصي,1,0,0,1250,3,5,0,2,1,1,0,1,0,0,1,1,1,0
Hyundai,2017,135000,أبيض,0,خصوصي,1,2,1,2000,3,7,0,1,1,1,1,1,0,1,1,1,1,1
Opel,1983,12000,أبيض,1,خصوصي,1,0,0,1003,3,5,0,6,0,1,1,1,0,0,0,0,1,0
Opel,1997,24000,أبيض عاجي,1,خصوصي,1,0,1,1400,3,5,0,1,1,1,1,1,0,1,0,1,1,0
Kia,2018,53000,أبيض عاجي,1,خصوصي,1,2,1,1000,4,5,1,3,1,1,1,1,0,1,1,1,1,0
Volkswagen,2005,31000,أحمر,1,خصوصي,1,2,1,1400,2,5,0,5,1,1,0,1,0,1,0,1,1,1
Volkswagen,2005,50000,أسود ميتالك,0,عمومي,1,0,1,2500,3,6,1,2,0,1,0,0,0,1,0,0,1,1
Kia,2003,18000,أبيض عاجي,1,خصوصي,1,2,1,1400,2,5,0,6,1,1,1,1,0,0,1,1,1,0
Volkswagen,2011,70000,أسود ميتالك,1,خصوصي,1,0,1,1400,2,5,1,4,1,1,1,1,1,1,1,1,1,0
Volkswagen,2018,128000,أبيض,1,خصوصي,1,2,1,1800,3,5,0,0,1,1,1,1,0,1,1,1,1,0
Opel,1996,20000,كحلي,1,خصوصي,1,0,1,1600,3,5,0,2,0,1,0,1,0,1,0,0,1,0
Volkswagen,2007,35500,أزرق سماوي,1,خصوصي,1,0,1,1400,3,5,1,3,1,1,0,1,0,1,1,1,1,0
Seat,2019,73000,أبيض عاجي,1,خصوصي,1,0,1,1000,4,5,0,0,1,1,1,1,1,1,0,1,1,0
Hyundai,2006,35000,أبيض,1,خصوصي,1,2,1,1600,1,5,1,4,1,0,0,1,0,1,0,1,1,0
Ford,2014,47000,رمادي,1,خصوصي,1,2,1,1600,3,5,0,2,1,1,1,1,1,1,1,1,1,0
Opel,2017,54000,فيراني,1,خصوصي,1,0,1,1400,3,5,0,1,1,1,1,1,1,1,0,1,1,1
Iveco,2012,78000,أبيض عاجي,0,تجاري,1,0,1,3000,1,3,0,1,1,1,1,1,0,0,0,0,1,0
Ford,2012,34000,سكني,1,خصوصي,1,0,1,1250,3,5,0,2,1,1,0,1,0,1,1,1,1,0
Kia,2014,42000,أسود,1,خصوصي,1,0,1,1300,3,5,0,2,1,1,1,1,0,0,1,1,1,1
Volkswagen,1997,27000,فضي,1,خصوصي,1,2,1,1800,2,5,0,9,1,1,0,0,0,0,0,1,1,0
Volkswagen,2005,35000,فضي,0,خصوصي,1,2,1,1900,0,5,0,3,1,1,0,1,0,1,1,1,1,0
Mercedes,2006,62500,ذهبي,1,خصوصي,1,2,1,2500,2,5,0,1,1,1,1,1,1,1,1,1,1,0
Skoda,2017,80000,فضي,1,خصوصي,1,2,1,1200,3,5,1,2,1,1,1,0,0,1,1,1,1,1
Kia,2018,125000,أبيض عاجي,0,خصوصي,1,2,1,2000,3,5,0,1,1,1,1,1,1,1,1,1,1,1
Kia,2019,107000,أبيض,0,خصوصي,1,2,1,1700,3,5,1,0,1,1,1,1,1,1,1,1,1,1
Mitsubishi,2011,125000,أبيض,0,خصوصي,1,0,1,2500,4,5,1,2,1,1,1,1,0,1,0,1,1,1
Seat,2015,64000,خمري,1,خصوصي,1,2,1,1200,3,5,0,2,1,1,1,1,1,1,0,1,1,0
Hyundai,2008,39000,أبيض عاجي,1,خصوصي,1,2,1,1400,3,5,0,4,1,1,1,1,0,1,1,1,1,0
Mitsubishi,2009,88000,أبيض,0,حكومي,1,0,1,2500,4,5,0,1,1,1,1,1,0,1,1,1,1,0
Citroen,2014,55000,أبيض عاجي,0,خصوصي,1,0,1,1600,4,5,1,2,1,1,1,1,0,0,0,1,1,0
Kia,2020,122000,خمري,0,خصوصي,1,2,1,2000,4,5,0,1,1,1,1,1,0,1,1,1,1,0
Ford,2014,42000,أبيض,1,خصوصي,1,2,1,1600,4,5,0,0,1,1,1,1,0,0,0,1,1,0
Kia,2017,67000,أسود,1,خصوصي,1,2,1,1400,4,5,0,1,1,1,0,0,1,0,0,1,1,0
Ford,2015,38000,كحلي,1,خصوصي,1,0,1,1250,3,5,0,2,1,1,1,1,0,1,0,1,1,0
Hyundai,2014,53000,فضي,1,خصوصي,1,2,1,1400,2,5,1,2,1,1,0,1,0,1,1,1,1,0
Hyundai,2013,53000,أبيض عاجي,0,خصوصي,1,2,1,1600,3,5,0,3,1,1,0,1,0,1,1,1,1,0
Seat,2007,22500,أبيض,0,عمومي,1,0,1,1900,4,5,0,7,1,1,1,1,0,1,0,1,1,0
Hyundai,2018,109000,فضي,0,خصوصي,1,2,1,2000,3,5,0,1,1,1,1,1,0,1,1,1,1,1
Nissan,2016,52000,فضي,1,خصوصي,1,0,1,1250,3,5,0,0,1,1,1,1,0,0,0,1,1,0
Kia,2007,37000,أحمر,1,خصوصي,1,2,1,1600,3,5,0,2,1,1,1,1,0,1,1,1,1,0
Peugeot,2016,37000,أبيض عاجي,0,عمومي,1,0,1,1600,3,6,0,1,1,1,0,1,0,0,0,1,1,1
Skoda,2008,40000,أبيض عاجي,0,عمومي,1,0,1,1900,3,5,1,3,1,1,1,1,0,1,1,1,1,0
Kia,2017,68000,أبيض,1,خصوصي,1,2,1,1400,4,5,0,1,1,1,0,1,0,1,1,1,1,0
Mercedes,2001,120000,أسود,1,خصوصي,1,2,1,2000,4,5,0,0,1,1,1,1,1,1,1,1,1,0
Volkswagen,2008,28000,سكني,1,خصوصي,0,2,1,2000,2,5,0,2,1,1,1,1,1,1,1,1,1,1
Volkswagen,2017,93000,أبيض,0,خصوصي,1,0,1,2000,3,7,1,3,1,1,1,1,0,1,1,1,1,0
Opel,1999,21000,أخضر,1,خصوصي,1,0,1,1600,2,5,0,3,1,1,1,1,0,1,1,1,1,1
Peugeot,2008,30000,زيتي,1,خصوصي,1,2,1,1600,2,5,0,2,1,1,1,1,1,1,1,1,1,1
Opel,2005,25000,زيتي,1,خصوصي,1,0,1,1600,4,5,0,3,1,0,1,1,0,1,0,1,1,0
Fiat,1982,4000,أبيض عاجي,1,خصوصي,1,0,0,900,3,5,0,2,0,0,0,0,0,0,0,0,1,0
Kia,2015,83000,كحلي,0,خصوصي,1,2,1,2000,3,5,0,2,1,1,1,1,0,1,1,1,1,1
Citroen,2007,55000,فيراني,0,خصوصي,1,0,1,1600,4,5,0,1,1,1,1,1,1,0,0,1,1,0
Iveco,2010,35000,أبيض,0,تجاري,1,0,1,3000,3,3,1,0,0,1,1,1,0,1,0,1,1,0
Skoda,2017,107000,أبيض,1,خصوصي,1,2,1,1400,3,5,0,2,1,1,1,1,1,1,1,1,1,1
Seat,2001,15500,أبيض,0,عمومي,1,0,1,1900,0,5,0,5,1,1,0,1,0,1,0,0,1,1
Fiat,1985,10000,أحمر,1,خصوصي,1,0,1,1000,3,5,0,2,0,0,1,1,0,1,0,0,1,0
Mercedes,2001,55000,أبيض عاجي,0,تجاري,1,0,1,2200,3,3,0,2,1,1,1,1,0,1,1,1,1,0
Volkswagen,2001,30000,أبيض,0,خصوصي,1,0,1,2000,3,7,0,2,0,0,0,0,0,0,0,0,1,0
Mitsubishi,2009,97000,أسود,0,حكومي,1,0,1,2500,0,5,1,1,1,0,1,1,0,1,1,0,1,0
Kia,2007,35000,رمادي,1,خصوصي,1,2,1,1400,3,5,0,2,0,0,0,0,0,0,0,0,1,0
Hyundai,2006,43500,رمادي,0,خصوصي,1,2,1,2000,1,5,1,4,0,0,0,0,0,0,0,0,1,1
Audi,2011,95000,أسود,1,خصوصي,1,2,1,2000,2,5,0,2,1,1,1,1,0,1,1,1,1,1
Hyundai,2019,77500,أبيض عاجي,1,خصوصي,1,2,1,1400,4,5,0,1,1,1,1,1,0,1,1,1,1,1
Iveco,2003,25000,أبيض عاجي,0,خصوصي,1,0,1,2800,3,11,0,2,1,0,0,0,0,0,0,0,1,0
Audi,1997,35000,أبيض,1,خصوصي,1,0,1,1800,4,5,1,7,1,1,0,1,1,1,0,0,1,0
Seat,2020,125000,كرميدي,1,خصوصي,1,2,1,1400,3,5,1,1,1,1,1,1,1,1,1,1,1,1
Volkswagen,2018,120000,كحلي,1,خصوصي,1,2,1,1500,3,5,1,2,1,1,1,1,0,1,0,1,1,1
Fiat,2009,28000,فضي,1,تأجير,1,0,1,1600,3,5,1,2,0,1,0,1,0,1,0,1,1,1
Seat,2018,98000,أبيض,1,خصوصي,1,2,1,1000,3,5,0,1,1,1,1,1,0,1,0,1,1,0
BMW,2014,115000,كحلي,0,خصوصي,1,2,1,2000,3,5,0,2,1,1,1,1,1,1,1,1,1,1
Skoda,2016,130000,فيراني,0,خصوصي,1,2,1,2000,3,5,0,3,1,1,1,1,0,1,1,1,1,0
Kia,2018,83000,أحمر,1,خصوصي,1,2,1,1400,4,5,0,2,1,1,1,1,0,1,1,1,1,0
Mercedes,1990,25000,أبيض عاجي,0,تجاري,1,0,0,2500,0,7,0,5,0,0,0,1,0,0,0,0,1,1
Chevrolet,2010,23000,أزرق,1,تأجير,1,2,1,1400,2,5,0,3,0,1,0,0,0,1,1,0,1,0
Volkswagen,2015,137000,فيراني,1,خصوصي,1,2,1,2000,3,5,1,1,1,1,1,1,1,1,1,1,1,1
Kia,2016,57000,أسود,1,خصوصي,1,2,1,1400,3,5,0,2,1,1,1,1,0,0,0,1,1,0
Volkswagen,2018,105000,أسود,1,خصوصي,1,2,1,1000,3,5,0,1,1,1,1,1,1,1,1,1,1,0
Kia,2011,75000,سكني,0,خصوصي,1,2,1,2000,4,5,1,2,1,1,1,0,0,1,1,1,1,1
Skoda,2014,59000,أسود,0,عمومي,1,0,1,1600,0,5,1,2,1,1,1,1,1,1,1,1,1,0
Seat,2014,57000,رمادي,1,خصوصي,1,2,1,1200,3,5,0,2,1,1,0,1,0,1,1,1,1,0
Hyundai,2008,54000,سكني,0,خصوصي,1,2,1,2200,2,7,1,2,1,1,1,1,1,1,1,1,1,1
Seat,2020,124000,أسود,1,خصوصي,1,2,1,1500,4,5,1,0,1,1,1,1,1,1,1,1,1,1
Volkswagen,2018,58000,فضي,1,خصوصي,1,0,1,1200,4,5,0,1,1,1,0,1,0,1,0,1,1,0
Chevrolet,2007,23000,ذهبي,1,تأجير,1,2,1,1600,2,5,0,3,1,1,0,1,0,1,1,1,1,0
Kia,2018,53000,بيج,1,خصوصي,1,2,1,998,4,5,0,0,1,1,1,0,0,1,1,1,1,1
Citroen,2016,75000,أحمر,0,خصوصي,1,0,1,1600,3,5,0,2,1,1,1,1,0,0,1,1,1,1
Kia,2010,30000,أبيض,0,عمومي,1,0,1,1500,4,5,1,2,1,0,0,1,0,0,1,0,1,1
Hyundai,2008,28500,سكني,1,تأجير,1,0,1,1400,1,5,1,2,0,1,0,1,0,1,1,1,1,1
Volkswagen,2012,60000,بترولي,1,خصوصي,1,2,1,1600,3,5,0,2,1,1,1,1,0,0,1,1,1,0
Kia,2018,106000,أبيض عاجي,0,خصوصي,1,2,1,2000,3,5,0,1,1,0,0,1,0,1,1,0,1,1
Kia,2018,115000,عدة الوان,0,خصوصي,1,2,1,1700,3,5,1,1,1,1,1,1,0,1,1,1,1,1
Opel,2006,35000,رمادي,1,خصوصي,1,0,1,1600,1,5,0,4,1,1,0,1,0,1,1,0,1,0
Hyundai,2011,50000,فضي,1,خصوصي,1,0,1,1600,3,5,0,3,1,1,1,1,1,1,1,1,1,1
Hyundai,2016,19000,أسود ميتالك,0,خصوصي,1,2,1,2000,3,5,1,1,1,1,1,1,1,1,1,1,1,1
Volkswagen,2008,45000,أسود,1,خصوصي,1,2,1,1400,3,5,0,4,1,0,1,1,0,1,0,0,1,0
BMW,2014,140000,فضي,1,خصوصي,1,2,1,2000,3,5,1,1,1,1,1,1,1,1,1,1,1,0
Opel,2011,40000,فيراني,1,خصوصي,1,0,1,1600,2,5,0,5,1,1,1,1,0,1,0,1,1,1
Fiat,2010,27500,برتقالي,1,خصوصي,1,0,1,1360,3,5,0,2,0,1,1,0,0,0,0,0,1,0
Hyundai,2017,113000,فيراني,0,خصوصي,1,2,1,2000,3,5,0,3,1,1,1,1,1,1,1,1,1,0
Mercedes,1997,75000,أبيض عاجي,0,تجاري,1,0,1,2500,3,7,0,4,0,0,0,0,0,0,0,0,1,0
Volkswagen,2016,58000,أسود ميتالك,1,خصوصي,1,0,1,1200,3,5,0,2,1,1,1,1,0,1,0,1,1,1
Volkswagen,2019,106000,فيراني,0,خصوصي,1,0,1,2000,4,7,0,1,1,1,1,1,0,1,1,1,1,1
Opel,2011,35200,أسود,1,خصوصي,1,0,1,1600,3,5,0,2,1,1,1,1,0,1,0,1,1,0
Seat,2017,79000,أبيض,1,خصوصي,1,0,1,1200,3,5,0,1,1,1,1,0,0,1,1,1,1,0
Ford,2008,54000,فضي,0,خصوصي,1,0,1,1800,2,5,0,1,1,1,1,1,0,1,0,0,1,0
Opel,1997,17000,أبيض,1,خصوصي,1,0,1,1600,3,5,0,4,0,1,1,0,0,0,0,0,1,0
Hyundai,2018,100000,بترولي,1,خصوصي,1,2,1,1600,4,5,0,0,1,1,1,1,0,1,1,1,1,0
Hyundai,2018,153000,بني,0,خصوصي,1,2,1,2500,4,9,0,1,1,1,1,1,1,1,1,1,1,1
Hyundai,2018,145000,أبيض,0,خصوصي,1,2,1,2000,4,5,0,2,1,1,1,1,1,1,1,1,1,1
Skoda,2018,82000,خمري,1,خصوصي,1,2,1,1000,3,5,0,2,1,1,1,1,0,1,0,1,1,1
Chevrolet,2006,24000,سكني,1,تأجير,1,2,1,1600,0,5,0,6,1,0,0,1,0,0,1,1,1,0
Kia,2014,50000,أبيض,1,خصوصي,1,2,1,1400,3,5,0,1,1,1,1,1,1,1,1,1,1,0
Peugeot,2014,60000,بترولي,0,خصوصي,1,0,1,1600,3,8,0,2,1,1,1,1,0,1,0,1,0,1
Citroen,2019,100000,فيراني,0,خصوصي,1,0,1,1500,3,5,0,1,1,1,1,1,0,0,1,1,1,0
Opel,1986,10000,فضي,1,خصوصي,1,0,0,1300,3,5,0,10,0,0,0,0,0,0,0,0,1,0
Chevrolet,2009,30000,أسود,1,تأجير,1,2,1,1400,2,5,0,2,0,0,0,0,0,0,0,0,1,1
Kia,2016,68000,بترولي,1,خصوصي,1,2,1,1400,4,5,1,2,1,1,1,1,1,1,1,1,1,0
Hyundai,2016,56000,سكني,1,خصوصي,1,2,1,1400,3,5,0,2,1,1,1,0,0,0,1,0,1,0
Kia,2018,13000,أزرق,0,خصوصي,1,2,1,2000,3,5,0,1,1,1,1,1,0,1,1,1,1,0
Kia,2015,88000,سكني,0,خصوصي,1,2,1,2000,2,5,0,3,1,1,1,1,0,1,1,1,1,0
Hyundai,2019,110000,أبيض,1,خصوصي,1,2,1,1600,3,5,0,0,1,1,1,1,1,1,1,1,1,0
Kia,2019,52999,أبيض عاجي,1,خصوصي,1,2,1,1000,3,5,0,0,1,1,1,1,0,1,1,1,1,0
Skoda,2016,82000,رمادي,1,خصوصي,1,0,1,1400,4,5,0,1,1,1,1,1,0,1,1,1,1,0
Skoda,2012,75000,فضي,1,خصوصي,1,2,0,1800,3,5,0,0,1,1,0,1,1,1,0,1,1,0
Skoda,2017,130000,أزرق سماوي,1,خصوصي,1,1,1,1800,3,5,0,2,1,1,1,1,1,1,0,1,1,0
Hyundai,2013,60000,سكني,0,خصوصي,1,2,1,1600,3,5,1,2,1,1,1,1,0,1,0,1,1,1
Kia,2014,46000,أبيض,1,خصوصي,1,2,1,1400,2,5,0,4,1,1,1,1,0,1,1,1,1,1
Volkswagen,2012,70000,فضي,0,خصوصي,1,0,1,1600,3,7,0,3,0,0,0,0,0,0,0,0,1,0
Fiat,2012,27000,أبيض,0,خصوصي,1,0,1,1300,0,5,0,4,1,1,1,1,0,1,1,1,1,0
Seat,2010,80000,أسود,1,خصوصي,1,2,1,2000,3,5,0,2,1,1,0,1,1,1,0,1,1,0
Skoda,2011,49000,أسود,0,خصوصي,1,2,1,2000,3,5,1,2,0,0,0,0,0,0,0,0,1,1
Nissan,2015,80000,أبيض عاجي,1,خصوصي,1,2,1,2400,4,5,0,1,1,1,1,1,0,1,1,1,1,1
Hyundai,2002,27000,فضي,1,خصوصي,1,2,1,1400,3,5,0,2,1,1,1,0,0,1,0,1,1,0
Kia,2019,52000,فضي,1,خصوصي,1,2,1,1000,4,5,0,1,1,1,1,1,0,0,0,1,1,0
Kia,2019,63000,خمري,1,خصوصي,1,2,1,1000,4,5,0,0,1,1,1,1,1,1,1,1,1,0
Mercedes,1995,35000,أسود ميتالك,1,حكومي,1,0,0,2000,4,5,0,9,1,1,1,1,1,0,0,1,1,1
Volkswagen,2015,90000,فيراني,1,خصوصي,1,2,1,1400,3,5,0,1,1,1,1,1,1,1,0,1,1,1
Volkswagen,2005,50000,أسود ميتالك,0,عمومي,1,0,1,2500,3,5,1,2,0,1,0,1,0,1,0,0,1,1
Volkswagen,2008,65000,أسود,0,عمومي,1,0,1,2500,3,8,1,2,1,1,0,1,0,1,1,1,1,1
Peugeot,2015,65000,عدة الوان,1,خصوصي,1,2,1,1200,3,5,0,1,1,1,1,0,1,1,1,1,1,0
Fiat,2010,26000,أزرق,1,خصوصي,1,0,1,1250,3,5,0,2,1,1,1,1,0,1,1,1,1,0
Skoda,2019,110000,أبيض,0,خصوصي,1,2,1,2000,3,5,0,0,1,1,1,1,0,1,0,1,1,1
Ford,2012,31000,أزرق,1,خصوصي,1,0,1,1250,3,5,0,2,1,1,0,1,0,0,1,0,1,0
Nissan,2010,34000,أحمر,1,خصوصي,1,2,1,1600,2,5,1,4,1,1,1,1,0,1,0,1,1,1
Hyundai,2019,138000,عدة الوان,0,خصوصي,1,2,1,2000,4,7,1,0,1,1,1,1,1,1,1,1,1,1
Skoda,2019,145000,عدة الوان,0,خصوصي,1,2,1,1600,3,5,1,0,1,1,1,1,1,1,1,1,1,1
Hyundai,2015,83000,سكني,0,خصوصي,1,2,1,2000,3,5,0,3,1,1,1,1,0,1,1,1,1,1
Volkswagen,2008,38000,فضي,0,خصوصي,1,0,1,1900,3,7,0,2,0,0,0,0,0,0,0,0,1,0
Truck,2001,55000,أبيض,0,تجاري,1,0,1,1600,4,3,0,3,0,0,0,1,0,0,0,0,1,0
Opel,2008,38000,أسود,1,خصوصي,1,2,1,1400,3,5,0,2,1,0,0,0,1,1,0,0,1,1
Volkswagen,2001,23000,فضي,0,عمومي,1,0,0,1900,3,5,0,1,0,0,0,0,0,0,0,0,1,0
Mercedes,1998,32000,أبيض,0,تجاري,1,0,1,2000,0,3,0,1,0,0,0,0,0,0,0,0,1,0
Opel,2011,42000,فضي,1,خصوصي,1,2,1,1400,3,5,0,2,0,0,0,0,0,0,0,0,1,0
Kia,2014,49000,سكني,1,خصوصي,1,2,1,1400,4,5,0,2,0,1,1,1,0,0,0,1,1,0
Volkswagen,1998,17000,أبيض,0,عمومي,1,0,1,1900,4,5,1,5,0,1,1,1,0,1,1,0,1,0
Volkswagen,2017,155000,كحلي,1,خصوصي,1,2,1,2000,3,5,0,1,1,1,1,1,1,1,0,1,1,1
Renault,1986,7500,أبيض عاجي,1,خصوصي,1,0,1,1200,3,5,0,2,0,0,0,0,0,1,1,0,1,1
Hyundai,2002,24000,أخضر,1,خصوصي,1,0,1,1500,3,5,0,2,1,1,1,1,0,0,0,0,1,0
Ford,2012,37000,أزرق سماوي,1,خصوصي,1,0,1,1250,3,5,1,0,1,1,1,1,1,1,1,1,1,1
Hyundai,2015,100000,سكني,0,خصوصي,1,2,1,2000,3,7,0,3,1,1,1,1,0,1,1,1,1,1
BMW,2005,46000,كحلي,1,خصوصي,1,2,1,2000,2,5,0,2,1,1,1,1,1,1,1,1,1,0
Citroen,2007,38000,سكني,0,خصوصي,1,0,1,1600,3,5,1,2,1,1,1,1,0,0,0,1,1,0
Hyundai,2016,62000,سكني,1,خصوصي,1,2,0,1600,3,5,0,1,1,1,1,1,0,0,0,1,1,1
Skoda,2016,110000,أبيض,0,خصوصي,1,2,1,1600,4,5,1,2,1,1,1,0,1,1,0,0,1,0
Kia,2016,85000,فيراني,0,خصوصي,1,2,1,1700,2,5,1,1,1,1,1,1,0,1,1,1,1,1
Volkswagen,2008,55000,أسود ميتالك,0,خصوصي,1,0,1,1600,2,7,0,2,1,0,1,1,0,1,1,1,1,0
Daewoo,1999,22000,أبيض,1,خصوصي,1,0,1,1500,3,5,0,2,1,1,1,1,1,1,1,1,1,0
BMW,2004,46000,سكني,1,خصوصي,1,2,1,1800,3,5,0,2,1,1,1,1,1,1,0,1,1,1
Volkswagen,2003,35000,أسود ميتالك,0,خصوصي,1,2,1,2000,2,5,0,3,1,1,1,1,0,1,1,1,1,0
Hyundai,2012,85000,أبيض,0,خصوصي,1,2,1,2000,3,5,1,2,1,1,1,1,1,1,1,1,1,0
Hyundai,2007,45000,أسود,0,خصوصي,1,2,1,2000,1,5,1,4,1,1,1,1,0,1,1,1,1,1
Skoda,2019,147000,أسود ميتالك,0,خصوصي,1,2,1,1600,4,5,0,0,1,1,1,0,1,0,0,1,1,0
Peugeot,2012,42000,ذهبي,0,خصوصي,1,1,1,1600,3,5,0,3,1,1,0,1,0,1,0,1,1,1
Volkswagen,2015,103000,أسود ميتالك,0,خصوصي,1,2,1,2000,3,5,0,2,1,1,0,1,0,1,0,1,1,0
Opel,2001,24000,زيتي,1,خصوصي,1,2,1,1600,4,5,0,3,1,1,1,0,0,0,0,1,1,0
Citroen,2016,65000,فيراني,0,خصوصي,1,0,1,1600,3,5,0,2,1,1,1,1,0,1,0,1,1,0
Mercedes,2002,98000,أبيض,0,تجاري,1,0,1,2600,4,8,1,2,1,1,1,1,1,1,1,1,1,1
Kia,2016,60000,فيراني,1,خصوصي,1,2,1,1400,3,5,0,2,1,1,1,1,0,1,1,1,1,1
Seat,2017,130000,أبيض عاجي,1,خصوصي,1,2,1,1800,3,5,1,1,1,1,1,1,1,1,1,1,1,0
Fiat,1990,7000,أبيض,1,تأجير,1,0,0,1000,3,5,0,2,0,0,0,0,0,0,0,0,1,0
Kia,2018,52000,أبيض,1,خصوصي,1,2,1,1000,4,5,1,0,1,1,0,1,0,1,1,1,1,1
Seat,2017,75000,فيراني,1,خصوصي,1,0,1,1200,3,5,1,3,0,0,0,0,0,0,0,0,1,0
Toyota,2020,130000,أسود,1,خصوصي,1,2,1,1600,4,5,0,0,1,1,1,1,0,1,0,1,1,1
Ford,2009,35000,فضي,1,خصوصي,1,2,1,1600,3,5,0,2,0,0,0,0,0,0,0,0,1,0
Skoda,2012,49000,أبيض,0,عمومي,1,0,1,1600,4,5,1,2,1,0,1,1,0,1,0,0,1,1
Kia,2014,52000,أبيض عاجي,1,خصوصي,1,2,1,1400,4,5,1,2,1,0,0,0,0,0,0,0,1,1
Kia,2011,70000,فضي,0,خصوصي,1,2,1,2000,3,5,0,2,0,0,0,0,0,0,0,0,1,0
Hyundai,2018,104000,رمادي,1,خصوصي,1,2,1,1600,4,5,0,1,1,1,1,1,0,1,1,1,1,1
Hyundai,2006,52000,سكني,0,خصوصي,1,2,1,2200,2,7,1,3,1,1,1,1,1,1,0,1,1,1
Peugeot,2013,58000,زيتي,0,تجاري,1,0,1,1600,1,5,1,3,1,1,1,1,0,1,1,1,1,1
Land Rover,1999,60000,أبيض,0,حكومي,1,0,1,2500,1,9,1,2,1,1,1,1,0,1,0,0,1,1
Mazda,2010,65000,رمادي,1,خصوصي,1,2,1,2000,3,5,0,2,1,1,1,1,1,1,0,1,1,0
Hyundai,2008,44000,خمري,1,خصوصي,1,2,1,1600,3,5,0,1,1,1,1,1,1,1,1,1,1,0
